ligand_id,is_known_active,enopt_score,enopt_rank
CHEMBL10885,0,0.6806495189666748,554
CHEMBL33964,0,0.6806495189666748,555
CHEMBL11431,0,0.6806495189666748,556
CHEMBL38079,0,0.6806495189666748,557
CHEMBL24232,0,0.6806495189666748,558
CHEMBL8754,0,0.680002748966217,559
CHEMBL37967,0,0.680002748966217,560
CHEMBL20316,0,0.6793102025985718,561
CHEMBL40005,0,0.6793102025985718,562
CHEMBL9656,0,0.6789097189903259,563
CHEMBL19416,0,0.6789097189903259,564
CHEMBL33960,0,0.677442729473114,565
CHEMBL24921,0,0.6772077083587646,566
CHEMBL19729,0,0.6771074533462524,567
CHEMBL4543204,0,0.6771074533462524,568
CHEMBL42680,0,0.6771074533462524,569
CHEMBL39050,0,0.6769439578056335,570
CHEMBL37431,0,0.6764354705810547,571
CHEMBL20397,0,0.6747075319290161,572
CHEMBL36695,0,0.6746182441711426,573
CHEMBL29221,0,0.6746182441711426,574
CHEMBL38684,0,0.6746182441711426,575
CHEMBL41456,0,0.6738786697387695,576
CHEMBL18398,0,0.67327880859375,577
CHEMBL6444,0,0.672815203666687,578
CHEMBL9583,0,0.672815203666687,579
CHEMBL3310157,0,0.672815203666687,580
CHEMBL9418,0,0.672815203666687,581
CHEMBL16931,0,0.6727845668792725,582
CHEMBL27973,0,0.670478105545044,583
CHEMBL9697,0,0.670478105545044,584
CHEMBL18905,0,0.670009970664978,585
CHEMBL30347,0,0.670009970664978,586
CHEMBL32809,0,0.6693500876426697,587
CHEMBL6479,0,0.6688500642776489,588
CHEMBL10073,0,0.6688500642776489,589
CHEMBL38304,0,0.6674649119377136,590
CHEMBL39093,0,0.666988730430603,591
CHEMBL17710,0,0.666029155254364,592
CHEMBL42349,0,0.6656099557876587,593
CHEMBL28895,0,0.6647247076034546,594
CHEMBL20845,0,0.6647247076034546,595
CHEMBL36109,0,0.6647247076034546,596
CHEMBL42701,0,0.6644011735916138,597
CHEMBL34435,0,0.6641978621482849,598
CHEMBL8208,0,0.6641978621482849,599
CHEMBL38795,0,0.6637782454490662,600
CHEMBL13203,0,0.6626883149147034,601
CHEMBL19020,0,0.6622769832611084,602
CHEMBL37126,0,0.6615660190582275,603
CHEMBL25954,0,0.6615660190582275,604
CHEMBL42841,0,0.6613815426826477,605
CHEMBL25188,0,0.660221517086029,606
CHEMBL26657,0,0.660221517086029,607
CHEMBL36152,0,0.660221517086029,608
CHEMBL3310846,0,0.659789502620697,609
CHEMBL23705,0,0.659789502620697,610
CHEMBL38873,0,0.659700334072113,611
CHEMBL20675,0,0.659700334072113,612
CHEMBL7487,0,0.659700334072113,613
CHEMBL17168,0,0.6572983264923096,614
CHEMBL1163528,0,0.6569594144821167,615
CHEMBL652,0,0.6569594144821167,616
CHEMBL22482,0,0.6569594144821167,617
CHEMBL15813,0,0.6569594144821167,618
CHEMBL21527,0,0.6569594144821167,619
CHEMBL15101,0,0.6569594144821167,620
CHEMBL20744,0,0.6564489006996155,621
CHEMBL35524,0,0.6564489006996155,622
CHEMBL35184,0,0.6564489006996155,623
CHEMBL11939,0,0.6557764410972595,624
CHEMBL20530,0,0.6557764410972595,625
CHEMBL28553,0,0.6557764410972595,626
CHEMBL19095,0,0.6556597352027893,627
CHEMBL15985,0,0.6556597352027893,628
CHEMBL9548,0,0.6556597352027893,629
CHEMBL36188,0,0.6555136442184448,630
CHEMBL27314,0,0.655394971370697,631
